line_name,year,month,est_wkday_ridership,est_sat_ridership,est_sun_ridership
Line 2,2018,4,12937,8203,6497
Line 2,2018,5,12675,8236,6619
Line 2,2018,6,12235,8114,6882
Line 2,2018,7,11928,8087,6527
Line 2,2018,8,12466,8265,6863
Line 2,2018,9,12586,8397,6670
Line 2,2018,10,12774,8028,6553
Line 2,2018,11,11741,7684,6083
Line 2,2018,12,10402,7641,5589
Line 2,2019,1,10780,6734,5528
Line 2,2019,2,11593,6947,5709
Line 2,2019,3,11685,7348,5964
Line 2,2019,4,11865,7825,6272
Line 2,2019,5,12129,7878,5790
Line 2,2019,6,11857,8206,7049
Line 2,2019,7,11667,7897,6078
Line 2,2019,8,11921,8347,6829
Line 2,2019,9,12511,8161,6650
Line 2,2019,10,13100,8114,6543
Line 2,2019,11,11710,7888,5844
Line 2,2019,12,10737,7359,5405
Line 2,2020,1,11344,7363,5499
Line 2,2020,2,12194,7926,6044
Line 2,2020,3,7304,4948,4022
Line 2,2020,4,3108,2700,2054
Line 2,2020,5,3617,3260,2795
Line 2,2020,6,4340,3536,3107
Line 2,2020,7,4917,4226,4075
Line 2,2020,8,5176,4213,3517
Line 2,2020,9,5364,4363,3660
Line 2,2020,10,5467,4336,3817
Line 2,2020,11,5495,4198,3645
Line 2,2020,12,5029,4030,3224
Line 2,2021,1,4515,3757,3173
Line 2,2021,2,5025,4400,3208
Line 2,2021,3,5322,4445,3736
Line 2,2021,4,5952,4692,3959
Line 2,2021,5,6238,5104,4204
Line 2,2021,6,6599,5472,4520
Line 2,2021,7,7520,5901,4781
Line 2,2021,8,8166,6160,5042
Line 2,2021,9,8549,5900,4895
Line 2,2021,10,8914,6265,4896
Line 2,2021,11,8428,6000,4408
Line 2,2021,12,10091,0,7078
Line 2,2022,1,12913,10221,8731
Line 2,2022,2,13678,10519,8486
Line 2,2022,3,14982,11321,9694
Line 2,2022,4,15248,11537,9723
Line 2,2022,5,15979,11771,10106
Line 2,2022,6,15826,11849,10214
Line 2,2022,7,15874,12557,10812
Line 2,2022,8,16727,13198,10418
Line 2,2022,9,18178,13272,10876
Line 2,2022,10,18662,13452,11038
Line 2,2022,11,17073,13217,10605
Line 2,2022,12,15825,11981,9689
Line 2,2023,1,15504,11881,10046
Line 2,2023,2,16576,12528,10962
Line 2,2023,3,16338,13391,11242
Line 2,2023,4,17433,14141,11719
Line 2,2023,5,17713,13913,11443
Line 2,2023,6,17531,14644,12115
Line 2,2023,7,17226,14211,11340
Line 2,2023,8,18021,14414,10882
Line 2,2023,9,18610,13917,11922
Line 2,2023,10,19136,14566,12618
Line 2,2023,11,17962,13702,11680
Line 2,2023,12,17200,13674,10988
Line 2,2024,1,17631,13004,11145
Line 2,2024,2,17842,14368,11821
Line 2,2024,3,18992,13754,12469
Line 2,2024,4,19460,14636,12894
Line 2,2024,5,19315,14490,12770
Line 2,2024,6,19099,14893,13691
Line 2,2024,7,18237,14886,12664
Line 2,2024,8,19478,15617,13864
Line 2,2024,9,19942,15415,13101
Line 2,2024,10,20385,15611,13407
Line 2,2024,11,19342,14722,13174
Line 2,2024,12,18156,14605,11972
Line 2,2025,1,18305,14321,11975
Line 2,2025,2,18462,15051,12770
Line 2,2025,3,18665,15159,13184
Line 2,2025,4,19149,14857,13147
Line 2,2025,5,19827,14810,13186
Line 2,2025,6,17734,14034,12432
Line 2,2025,7,17118,12872,11240
Line 2,2025,8,18162,13715,12122
Line 2,2025,9,18933,13957,12296
Line 2,2025,10,19498,14400,12761
Line 2,2025,11,18433,12945,11751
Line 2,2025,12,17742,13837,11991
Line 2,2026,1,18590,13416,11449
Line 2,2026,2,19037,14746,12474
Line 2,2026,3,19775,14941,12692
Line 2,2026,4,19738,14902,12765
Line 2,2026,5,20135,14790,13068
Line 4,2018,4,14768,11957,9823
Line 4,2018,5,14801,12108,9827
Line 4,2018,6,14388,11978,10307
Line 4,2018,7,14517,12204,9979
Line 4,2018,8,15211,12316,10219
Line 4,2018,9,15590,12604,10279
Line 4,2018,10,15554,12183,9866
Line 4,2018,11,14562,11918,9793
Line 4,2018,12,13546,11947,9088
Line 4,2019,1,13249,10835,8961
Line 4,2019,2,14177,10875,8985
Line 4,2019,3,14566,11616,9666
Line 4,2019,4,14401,11965,9747
Line 4,2019,5,14632,12453,9695
Line 4,2019,6,14545,12208,10885
Line 4,2019,7,14467,12344,10229
Line 4,2019,8,14899,12817,10685
Line 4,2019,9,15619,12743,10399
Line 4,2019,10,15595,12614,10310
Line 4,2019,11,14569,12754,9432
Line 4,2019,12,13798,11958,9054
Line 4,2020,1,14039,11791,9099
Line 4,2020,2,15192,12376,10038
Line 4,2020,3,9725,8367,7085
Line 4,2020,4,5033,4855,4130
Line 4,2020,5,6449,6250,5387
Line 4,2020,6,7614,7168,6457
Line 4,2020,7,8604,8167,8367
Line 4,2020,8,8895,8307,7434
Line 4,2020,9,9384,8505,7891
Line 4,2020,10,9465,9182,7786
Line 4,2020,11,9293,8439,7068
Line 4,2020,12,8460,7461,6175
Line 4,2021,1,8180,7464,6220
Line 4,2021,2,8673,8048,7129
Line 4,2021,3,9323,8579,7339
Line 4,2021,4,9835,9344,7901
Line 4,2021,5,10430,9814,8342
Line 4,2021,6,11108,10883,9060
Line 4,2021,7,12390,11430,9868
Line 4,2021,8,13002,12163,10337
Line 4,2021,9,17968,14045,12725
Line 4,2021,10,20771,17401,15158
Line 4,2021,11,21115,16705,14168
Line 4,2021,12,19354,0,13942
Line 4,2022,1,17578,14606,12687
Line 4,2022,2,18529,15034,12837
Line 4,2022,3,18705,15303,12279
Line 4,2022,4,18684,15782,13599
Line 4,2022,5,19503,16277,13806
Line 4,2022,6,19234,16496,14749
Line 4,2022,7,19106,16608,14428
Line 4,2022,8,19480,17191,14255
Line 4,2022,9,20421,17166,14617
Line 4,2022,10,21124,16899,15415
Line 4,2022,11,20278,16984,14819
Line 4,2022,12,20260,15706,13473
Line 4,2023,1,19715,15831,14168
Line 4,2023,2,20957,16754,15718
Line 4,2023,3,21041,17519,14803
Line 4,2023,4,22144,18685,16329
Line 4,2023,5,22669,18837,16561
Line 4,2023,6,22112,19334,17704
Line 4,2023,7,21674,18791,16271
Line 4,2023,8,22708,19122,14393
Line 4,2023,9,23681,18859,16694
Line 4,2023,10,23612,19297,16809
Line 4,2023,11,23137,18679,15992
Line 4,2023,12,22095,18393,15400
Line 4,2024,1,21678,17836,15468
Line 4,2024,2,21529,19004,14856
Line 4,2024,3,23036,17788,16057
Line 4,2024,4,23677,19581,17008
Line 4,2024,5,23868,19901,17064
Line 4,2024,6,22961,19908,17584
Line 4,2024,7,22983,20420,16746
Line 4,2024,8,24720,20310,17680
Line 4,2024,9,25139,20774,18421
Line 4,2024,10,24736,20863,18127
Line 4,2024,11,23417,19757,17060
Line 4,2024,12,22846,19035,16648
Line 4,2025,1,22481,18631,15296
Line 4,2025,2,23322,20331,17874
Line 4,2025,3,24242,21155,17156
Line 4,2025,4,24238,20808,17659
Line 4,2025,5,24543,19886,18582
Line 4,2025,6,22408,19021,17388
Line 4,2025,7,21690,18735,16858
Line 4,2025,8,23233,19813,17764
Line 4,2025,9,24069,19790,17478
Line 4,2025,10,23869,19738,17759
Line 4,2025,11,22178,18271,15980
Line 4,2025,12,21973,18668,16212
Line 4,2026,1,21597,17266,15126
Line 4,2026,2,22318,19217,16586
Line 4,2026,3,23050,18574,16680
Line 4,2026,4,23083,18890,16181
Line 4,2026,5,23281,18892,16686
Line 10,2018,4,12416,7053,5118
Line 10,2018,5,12450,6985,4918
Line 10,2018,6,11199,6506,5077
Line 10,2018,7,10614,6547,4906
Line 10,2018,8,11561,6943,5180
Line 10,2018,9,12417,7031,4952
Line 10,2018,10,12599,6596,4861
Line 10,2018,11,11428,6516,4695
Line 10,2018,12,9957,6582,4507
Line 10,2019,1,10355,5739,4184
Line 10,2019,2,11272,5766,4209
Line 10,2019,3,11844,6128,4898
Line 10,2019,4,11641,6407,4880
Line 10,2019,5,12094,6557,4448
Line 10,2019,6,11182,6579,5023
Line 10,2019,7,10450,6493,4648
Line 10,2019,8,11417,6555,4961
Line 10,2019,9,12771,6533,4782
Line 10,2019,10,12887,6748,4839
Line 10,2019,11,11227,6495,4246
Line 10,2019,12,10161,6202,4097
Line 10,2020,1,10528,5976,4027
Line 10,2020,2,11664,6433,4577
Line 10,2020,3,6887,3883,3084
Line 10,2020,4,2561,1962,1371
Line 10,2020,5,2937,2493,1945
Line 10,2020,6,3636,2874,2591
Line 10,2020,7,4217,3341,3134
Line 10,2020,8,4453,3435,2680
Line 10,2020,9,4643,3586,2755
Line 10,2020,10,4659,3554,3006
Line 10,2020,11,4557,3260,2581
Line 10,2020,12,4088,2935,2262
Line 10,2021,1,3832,2859,2070
Line 10,2021,2,4230,3098,2342
Line 10,2021,3,4570,3596,2583
Line 10,2021,4,5084,3800,2995
Line 10,2021,5,5370,3885,3060
Line 10,2021,6,5739,4052,3392
Line 10,2021,7,5773,4073,3238
Line 10,2021,8,6718,4233,3348
Line 10,2021,9,7060,4117,3078
Line 10,2021,10,7301,4096,3248
Line 10,2021,11,6832,4076,3061
Line 10,2021,12,5631,0,2733
Line 10,2022,1,5142,2992,2475
Line 10,2022,2,5821,3319,2432
Line 10,2022,3,6185,3603,2767
Line 10,2022,4,6095,3564,2903
Line 10,2022,5,6559,3559,3248
Line 10,2022,6,6214,3841,3299
Line 10,2022,7,5658,3846,3032
Line 10,2022,8,6389,3883,3133
Line 10,2022,9,7013,3959,3185
Line 10,2022,10,7159,3968,3287
Line 10,2022,11,6315,3741,3207
Line 10,2022,12,5916,3174,2771
Line 10,2023,1,6026,3663,2978
Line 10,2023,2,6592,3483,3092
Line 10,2023,3,6425,3724,3102
Line 10,2023,4,6780,4055,3442
Line 10,2023,5,7147,4049,3374
Line 10,2023,6,6664,4122,3652
Line 10,2023,7,6269,4036,3453
Line 10,2023,8,7092,4102,3128
Line 10,2023,9,7894,3972,3461
Line 10,2023,10,7860,4139,3697
Line 10,2023,11,7055,3929,3363
Line 10,2023,12,6507,4042,3208
Line 10,2024,1,6894,3734,3058
Line 10,2024,2,7102,4152,2957
Line 10,2024,3,7440,3664,3463
Line 10,2024,4,7629,4086,3556
Line 10,2024,5,7803,4295,3610
Line 10,2024,6,6886,4165,3794
Line 10,2024,7,6457,4407,3624
Line 10,2024,8,7466,4524,3976
Line 10,2024,9,8093,4379,3861
Line 10,2024,10,7986,4395,3779
Line 10,2024,11,7329,4429,3584
Line 10,2024,12,6596,4251,3541
Line 10,2025,1,6945,4136,3315
Line 10,2025,2,7236,4338,3826
Line 10,2025,3,7401,4474,3782
Line 10,2025,4,7461,4294,3968
Line 10,2025,5,7914,4558,3841
Line 10,2025,6,6542,3873,3790
Line 10,2025,7,6097,3620,3135
Line 10,2025,8,7116,3844,3433
Line 10,2025,9,7750,4092,3602
Line 10,2025,10,7662,4346,3663
Line 10,2025,11,6942,3727,3240
Line 10,2025,12,7072,4082,3313
Line 10,2026,1,7020,3774,3137
Line 10,2026,2,7473,4113,3452
Line 10,2026,3,7879,4137,3781
Line 10,2026,4,7639,4070,3585
Line 10,2026,5,7763,4060,3549
Line 14,2018,4,17470,9444,7170
Line 14,2018,5,17718,8843,7096
Line 14,2018,6,16655,9008,7176
Line 14,2018,7,15306,8347,6896
Line 14,2018,8,16799,8585,7161
Line 14,2018,9,17777,8728,7282
Line 14,2018,10,17870,8465,6892
Line 14,2018,11,16503,8349,6851
Line 14,2018,12,14605,8344,6212
Line 14,2019,1,15254,7397,6007
Line 14,2019,2,16425,7425,5901
Line 14,2019,3,16717,8065,6662
Line 14,2019,4,16544,8477,6771
Line 14,2019,5,17387,8434,6511
Line 14,2019,6,16908,8904,7300
Line 14,2019,7,15700,8810,6910
Line 14,2019,8,16782,9002,7344
Line 14,2019,9,18301,8631,7349
Line 14,2019,10,18429,8840,7542
Line 14,2019,11,16588,8646,6583
Line 14,2019,12,15028,8258,6043
Line 14,2020,1,15630,8370,6289
Line 14,2020,2,16904,9008,6774
Line 14,2020,3,10398,5388,4634
Line 14,2020,4,4059,3129,2213
Line 14,2020,5,4613,3794,2864
Line 14,2020,6,5605,4629,3683
Line 14,2020,7,6160,4728,4741
Line 14,2020,8,6251,4792,3913
Line 14,2020,9,6741,5070,4102
Line 14,2020,10,6846,5217,4322
Line 14,2020,11,6560,4814,3885
Line 14,2020,12,5864,4536,3531
Line 14,2021,1,5526,4317,3445
Line 14,2021,2,6041,4765,3607
Line 14,2021,3,6504,5051,4221
Line 14,2021,4,7027,5475,4280
Line 14,2021,5,7360,5712,4658
Line 14,2021,6,7663,6008,4873
Line 14,2021,7,8214,6003,4784
Line 14,2021,8,9561,6399,5193
Line 14,2021,9,9891,6259,5342
Line 14,2021,10,9999,6619,5245
Line 14,2021,11,9724,6440,5010
Line 14,2021,12,8398,0,4506
Line 14,2022,1,7929,5142,4220
Line 14,2022,2,8897,5635,4321
Line 14,2022,3,9473,5894,4806
Line 14,2022,4,9628,6266,4468
Line 14,2022,5,10190,6243,5245
Line 14,2022,6,9853,6387,5279
Line 14,2022,7,9227,6281,5092
Line 14,2022,8,10094,6387,4956
Line 14,2022,9,10991,6665,5173
Line 14,2022,10,11158,6802,5483
Line 14,2022,11,10363,6542,4926
Line 14,2022,12,9633,5930,4702
Line 14,2023,1,9823,5909,5009
Line 14,2023,2,10639,5979,5552
Line 14,2023,3,10314,6345,5408
Line 14,2023,4,10739,7015,5491
Line 14,2023,5,11246,6987,5646
Line 14,2023,6,10542,7025,5822
Line 14,2023,7,10065,6882,5642
Line 14,2023,8,11015,6968,5262
Line 14,2023,9,12063,7042,5998
Line 14,2023,10,12066,7447,6142
Line 14,2023,11,11387,7048,5653
Line 14,2023,12,10429,6894,5289
Line 14,2024,1,10781,6361,5376
Line 14,2024,2,11004,7328,5430
Line 14,2024,3,11786,6631,6058
Line 14,2024,4,12194,7342,6045
Line 14,2024,5,12622,7508,6374
Line 14,2024,6,11452,7657,6699
Line 14,2024,7,10814,7432,6158
Line 14,2024,8,12164,7695,6653
Line 14,2024,9,13089,7423,6482
Line 14,2024,10,12982,7838,6431
Line 14,2024,11,12165,7461,6214
Line 14,2024,12,11339,7407,6008
Line 14,2025,1,11529,7144,5662
Line 14,2025,2,11970,7738,6665
Line 14,2025,3,12284,7982,6620
Line 14,2025,4,12344,7604,6771
Line 14,2025,5,12818,7607,6608
Line 14,2025,6,10777,6852,6392
Line 14,2025,7,9926,6611,5959
Line 14,2025,8,11370,7198,6411
Line 14,2025,9,12602,7410,6628
Line 14,2025,10,12548,7777,6647
Line 14,2025,11,11567,6711,6041
Line 14,2025,12,11400,7171,5997
Line 14,2026,1,11124,6667,5707
Line 14,2026,2,11651,7320,6245
Line 14,2026,3,12125,7378,6320
Line 14,2026,4,12159,7354,6022
Line 14,2026,5,12369,7188,6278
Line 16,2018,4,21896,15506,12383
Line 16,2018,5,21799,15142,12408
Line 16,2018,6,21333,15319,12469
Line 16,2018,7,20202,14999,12232
Line 16,2018,8,21166,15387,12500
Line 16,2018,9,21962,15531,12696
Line 16,2018,10,22222,15553,12457
Line 16,2018,11,21148,15612,12284
Line 16,2018,12,19606,15756,11339
Line 16,2019,1,19001,13440,10658
Line 16,2019,2,20539,13664,10470
Line 16,2019,3,20780,14045,11379
Line 16,2019,4,21047,15195,11533
Line 16,2019,5,21653,14826,11423
Line 16,2019,6,21219,15534,12486
Line 16,2019,7,19831,14568,11200
Line 16,2019,8,20523,15213,11890
Line 16,2019,9,22362,15196,12099
Line 16,2019,10,22080,15464,12518
Line 16,2019,11,21094,15274,11398
Line 16,2019,12,19970,15113,10777
Line 16,2020,1,19556,13924,10618
Line 16,2020,2,20845,14802,11237
Line 16,2020,3,13097,8662,7784
Line 16,2020,4,6015,4940,3422
Line 16,2020,5,7618,6185,4768
Line 16,2020,6,9608,8379,6787
Line 16,2020,7,10776,8785,8696
Line 16,2020,8,11301,9180,7598
Line 16,2020,9,12031,9664,7982
Line 16,2020,10,12521,10406,8900
Line 16,2020,11,12447,9991,8278
Line 16,2020,12,11257,9198,7173
Line 16,2021,1,10377,8462,6863
Line 16,2021,2,11532,9396,7831
Line 16,2021,3,12668,10800,8659
Line 16,2021,4,13725,11519,9090
Line 16,2021,5,14476,11721,9719
Line 16,2021,6,15220,12192,10169
Line 16,2021,7,14993,12178,9625
Line 16,2021,8,16488,12647,9863
Line 16,2021,9,16626,12607,9873
Line 16,2021,10,17238,13028,10349
Line 16,2021,11,17287,13353,10619
Line 16,2021,12,15975,0,9787
Line 16,2022,1,14028,10893,8840
Line 16,2022,2,15193,11342,8906
Line 16,2022,3,15834,11532,9113
Line 16,2022,4,16230,12311,10108
Line 16,2022,5,16915,12112,10050
Line 16,2022,6,16417,12268,10333
Line 16,2022,7,15927,12209,10012
Line 16,2022,8,16894,12616,10030
Line 16,2022,9,17738,12608,10199
Line 16,2022,10,18131,13417,10873
Line 16,2022,11,17067,13204,10233
Line 16,2022,12,16755,11995,9425
Line 16,2023,1,16253,11210,9490
Line 16,2023,2,17193,11769,10436
Line 16,2023,3,16780,12475,10092
Line 16,2023,4,17709,13385,11276
Line 16,2023,5,18195,13592,10931
Line 16,2023,6,17699,13630,11543
Line 16,2023,7,17132,13621,11096
Line 16,2023,8,18478,14333,10551
Line 16,2023,9,19803,14046,12011
Line 16,2023,10,20110,14409,12211
Line 16,2023,11,19966,14831,11729
Line 16,2023,12,19201,15118,11648
Line 16,2024,1,19036,13284,11283
Line 16,2024,2,19223,14801,11373
Line 16,2024,3,20426,13823,11952
Line 16,2024,4,20607,14746,12381
Line 16,2024,5,20925,15363,12927
Line 16,2024,6,20248,15472,13506
Line 16,2024,7,19045,14687,12726
Line 16,2024,8,20531,15022,12816
Line 16,2024,9,21470,15172,12907
Line 16,2024,10,21372,15012,12432
Line 16,2024,11,20581,15974,12722
Line 16,2024,12,19903,15552,12078
Line 16,2025,1,19600,14437,12015
Line 16,2025,2,19706,14884,12708
Line 16,2025,3,20264,15032,12491
Line 16,2025,4,20136,15432,13027
Line 16,2025,5,20886,15367,13029
Line 16,2025,6,18332,13831,11097
Line 16,2025,7,16650,12535,11027
Line 16,2025,8,18077,13483,11844
Line 16,2025,9,18945,13788,11859
Line 16,2025,10,18754,13646,11923
Line 16,2025,11,17920,13391,11280
Line 16,2025,12,18054,13788,11655
Line 16,2026,1,17307,12618,10186
Line 16,2026,2,17793,12826,11025
Line 16,2026,3,18606,13397,11409
Line 16,2026,4,18372,13195,10594
Line 16,2026,5,18496,13671,11446
Line 18,2018,4,18366,13028,10262
Line 18,2018,5,18060,13005,9959
Line 18,2018,6,18080,12661,10092
Line 18,2018,7,17383,12909,10148
Line 18,2018,8,17910,12850,10199
Line 18,2018,9,18185,12867,10364
Line 18,2018,10,18275,12439,9761
Line 18,2018,11,17444,12566,9890
Line 18,2018,12,16614,12620,9158
Line 18,2019,1,16401,11065,8845
Line 18,2019,2,17377,10973,8600
Line 18,2019,3,17811,11494,9331
Line 18,2019,4,18021,12043,9284
Line 18,2019,5,17773,11779,8882
Line 18,2019,6,17785,12326,9749
Line 18,2019,7,17510,12003,9214
Line 18,2019,8,17718,12394,9582
Line 18,2019,9,18540,12616,9848
Line 18,2019,10,18329,12364,9509
Line 18,2019,11,17246,11730,8629
Line 18,2019,12,16386,11775,8772
Line 18,2020,1,16602,11569,8764
Line 18,2020,2,17512,12128,9371
Line 18,2020,3,11695,8243,7479
Line 18,2020,4,6345,5929,4583
Line 18,2020,5,8447,7690,6479
Line 18,2020,6,9722,9024,7282
Line 18,2020,7,11544,10240,9604
Line 18,2020,8,12046,10312,8032
Line 18,2020,9,12834,11026,8788
Line 18,2020,10,13089,11246,8480
Line 18,2020,11,12861,10917,8485
Line 18,2020,12,11328,9891,6966
Line 18,2021,1,10208,8726,6402
Line 18,2021,2,11909,10286,7575
Line 18,2021,3,13031,11608,8797
Line 18,2021,4,13925,11791,8610
Line 18,2021,5,14645,11682,9158
Line 18,2021,6,15092,12698,9169
Line 18,2021,7,18327,15929,12393
Line 18,2021,8,19801,16159,11868
Line 18,2021,9,20301,15370,12196
Line 18,2021,10,20291,15802,11798
Line 18,2021,11,20427,16047,12368
Line 18,2021,12,18612,0,12088
Line 18,2022,1,15790,12247,10004
Line 18,2022,2,16652,12556,10124
Line 18,2022,3,17590,13454,10922
Line 18,2022,4,17680,13951,11108
Line 18,2022,5,18295,13763,10927
Line 18,2022,6,18488,14663,11516
Line 18,2022,7,17900,14737,11779
Line 18,2022,8,18072,14568,11369
Line 18,2022,9,19141,14853,11878
Line 18,2022,10,19515,14890,12272
Line 18,2022,11,18918,14698,11875
Line 18,2022,12,18461,14072,11000
Line 18,2023,1,18202,13256,10967
Line 18,2023,2,18968,13738,11846
Line 18,2023,3,18992,15143,12549
Line 18,2023,4,20272,16317,13095
Line 18,2023,5,20761,15846,12925
Line 18,2023,6,20525,16257,13368
Line 18,2023,7,19331,15730,13132
Line 18,2023,8,20228,15736,11914
Line 18,2023,9,21187,15902,13553
Line 18,2023,10,20933,16281,13534
Line 18,2023,11,20323,15458,13335
Line 18,2023,12,19432,15788,13092
Line 18,2024,1,19537,14936,12050
Line 18,2024,2,18934,16207,12589
Line 18,2024,3,20602,14632,13078
Line 18,2024,4,20800,16099,13065
Line 18,2024,5,20786,15828,13531
Line 18,2024,6,19881,16236,13587
Line 18,2024,7,19826,16230,13443
Line 18,2024,8,20818,16384,14140
Line 18,2024,9,21397,16345,13981
Line 18,2024,10,21180,16429,13681
Line 18,2024,11,20052,15950,13232
Line 18,2024,12,20007,15765,12956
Line 18,2025,1,20558,15390,12488
Line 18,2025,2,19737,16079,13531
Line 18,2025,3,20179,16545,13547
Line 18,2025,4,20615,16390,13951
Line 18,2025,5,20832,16327,13923
Line 18,2025,6,18041,12520,12283
Line 18,2025,7,17040,13258,11379
Line 18,2025,8,18362,14267,12737
Line 18,2025,9,19866,15208,13357
Line 18,2025,10,19739,15084,12851
Line 18,2025,11,18263,13717,12384
Line 18,2025,12,18870,14934,12560
Line 18,2026,1,18317,13989,11416
Line 18,2026,2,18960,14820,13290
Line 18,2026,3,19877,15141,13059
Line 18,2026,4,19942,15313,13056
Line 18,2026,5,20199,15709,13555
Line 20,2018,4,12793,7044,5485
Line 20,2018,5,12657,6779,5273
Line 20,2018,6,12604,7113,5349
Line 20,2018,7,12608,7027,5492
Line 20,2018,8,12868,7364,5915
Line 20,2018,9,12901,6905,5581
Line 20,2018,10,13003,6741,5338
Line 20,2018,11,11930,6609,5333
Line 20,2018,12,11397,6621,4975
Line 20,2019,1,11670,6419,4859
Line 20,2019,2,12446,6346,5049
Line 20,2019,3,12694,6673,5416
Line 20,2019,4,12720,6963,5568
Line 20,2019,5,12919,6952,5136
Line 20,2019,6,12895,7256,5667
Line 20,2019,7,13351,7313,5613
Line 20,2019,8,13402,7607,6056
Line 20,2019,9,13634,7114,5713
Line 20,2019,10,13512,7394,5726
Line 20,2019,11,12662,6835,5149
Line 20,2019,12,11741,6762,4779
Line 20,2020,1,12220,6649,4881
Line 20,2020,2,12611,6956,5356
Line 20,2020,3,8057,4392,4031
Line 20,2020,4,3407,2913,2049
Line 20,2020,5,3982,3216,2753
Line 20,2020,6,4873,4144,3292
Line 20,2020,7,5372,4395,4485
Line 20,2020,8,5571,4661,3633
Line 20,2020,9,6063,4795,3883
Line 20,2020,10,6101,4814,4534
Line 20,2020,11,5674,4738,3677
Line 20,2020,12,5067,4027,3075
Line 20,2021,1,4623,3722,2967
Line 20,2021,2,4765,3819,3682
Line 20,2021,3,5245,4237,3629
Line 20,2021,4,5713,4695,3798
Line 20,2021,5,6029,4936,3978
Line 20,2021,6,6459,5277,4451
Line 20,2021,7,6331,5270,3998
Line 20,2021,8,6684,5640,4661
Line 20,2021,9,7123,5257,4304
Line 20,2021,10,7451,5918,4788
Line 20,2021,11,7488,5615,4307
Line 20,2021,12,6861,0,3682
Line 20,2022,1,5651,4401,3835
Line 20,2022,2,6368,4601,3513
Line 20,2022,3,6474,4943,3516
Line 20,2022,4,6460,4707,3610
Line 20,2022,5,6351,4757,3658
Line 20,2022,6,6480,5330,3842
Line 20,2022,7,6159,5386,4042
Line 20,2022,8,6486,5721,4362
Line 20,2022,9,6838,5497,4156
Line 20,2022,10,6773,5181,3794
Line 20,2022,11,6530,5222,3896
Line 20,2022,12,6753,5214,3965
Line 20,2023,1,7348,5546,4270
Line 20,2023,2,7666,5452,4472
Line 20,2023,3,7857,5843,4999
Line 20,2023,4,8475,6262,4718
Line 20,2023,5,8621,6036,4991
Line 20,2023,6,8496,6338,5199
Line 20,2023,7,8206,6083,4904
Line 20,2023,8,8520,6554,5150
Line 20,2023,9,8900,5946,5173
Line 20,2023,10,9009,6209,5192
Line 20,2023,11,8686,6242,4707
Line 20,2023,12,8422,6108,4914
Line 20,2024,1,8614,6014,5135
Line 20,2024,2,8612,6598,5038
Line 20,2024,3,8972,5915,5170
Line 20,2024,4,9039,6237,5465
Line 20,2024,5,9478,6703,5539
Line 20,2024,6,8995,6766,5888
Line 20,2024,7,8592,6485,5292
Line 20,2024,8,9474,7149,6256
Line 20,2024,9,9457,6386,5572
Line 20,2024,10,9275,6682,5662
Line 20,2024,11,9131,6805,5457
Line 20,2024,12,8457,6485,5385
Line 20,2025,1,8569,6230,5181
Line 20,2025,2,8757,6395,5395
Line 20,2025,3,8714,6459,5736
Line 20,2025,4,8565,6026,5387
Line 20,2025,5,9552,6575,5523
Line 20,2025,6,8220,5863,5691
Line 20,2025,7,8270,5858,5128
Line 20,2025,8,8775,6154,5113
Line 20,2025,9,9231,6355,5427
Line 20,2025,10,9242,6889,6003
Line 20,2025,11,8751,6198,5158
Line 20,2025,12,8577,6115,5413
Line 20,2026,1,8585,5838,4836
Line 20,2026,2,8634,6323,5421
Line 20,2026,3,9003,6105,5154
Line 20,2026,4,8892,6075,5049
Line 20,2026,5,9230,6120,5240
Line 28,2018,4,9426,9573,7497
Line 28,2018,5,9501,9326,7509
Line 28,2018,6,9005,9531,7625
Line 28,2018,7,8971,8950,7417
Line 28,2018,8,9177,9315,7660
Line 28,2018,9,9185,9196,7556
Line 28,2018,10,9250,8923,7535
Line 28,2018,11,8657,8959,7223
Line 28,2018,12,8333,9346,6983
Line 28,2019,1,7888,8263,6878
Line 28,2019,2,8348,7809,6290
Line 28,2019,3,8343,8584,7100
Line 28,2019,4,8547,8629,7140
Line 28,2019,5,8740,8703,6713
Line 28,2019,6,8209,9085,6888
Line 28,2019,7,8249,8688,7382
Line 28,2019,8,8008,8927,7216
Line 28,2019,9,8599,8781,7407
Line 28,2019,10,8574,9159,7083
Line 28,2019,11,8151,8761,6479
Line 28,2019,12,7637,8654,6473
Line 28,2020,1,7772,8242,6197
Line 28,2020,2,8113,8420,6348
Line 28,2020,3,5011,5195,4456
Line 28,2020,4,2276,2804,1976
Line 28,2020,5,3226,3708,2925
Line 28,2020,6,4280,4690,3876
Line 28,2020,7,4813,5068,4745
Line 28,2020,8,5016,5159,4164
Line 28,2020,9,5428,5639,4435
Line 28,2020,10,5647,5689,4742
Line 28,2020,11,5439,5327,4428
Line 28,2020,12,5583,4785,3588
Line 28,2021,1,5714,4536,3227
Line 28,2021,2,6613,5165,4231
Line 28,2021,3,7109,5677,4414
Line 28,2021,4,8006,6162,4765
Line 28,2021,5,8572,6314,5149
Line 28,2021,6,9136,6660,5287
Line 28,2021,7,7336,5592,4413
Line 28,2021,8,7915,5680,4250
Line 28,2021,9,8134,5569,4674
Line 28,2021,10,8600,5706,4380
Line 28,2021,11,8575,5991,4256
Line 28,2021,12,7612,0,3973
Line 28,2022,1,6798,4749,3600
Line 28,2022,2,7407,4965,3642
Line 28,2022,3,7723,5074,4009
Line 28,2022,4,7769,5334,4052
