line_name,year,month,est_wkday_ridership,est_sat_ridership,est_sun_ridership
Line 207,2019,4,16371,19047,15684
Line 207,2019,5,16756,19581,15131
Line 207,2019,6,16793,20045,15880
Line 207,2019,7,16126,18722,15595
Line 207,2019,8,16443,19819,16166
Line 207,2019,9,17088,19613,15946
Line 207,2019,10,16837,19840,15664
Line 207,2019,11,15422,18694,13829
Line 207,2019,12,15069,18479,13718
Line 207,2020,1,15563,18823,14200
Line 207,2020,2,16611,19549,14832
Line 207,2020,3,12004,12716,11173
Line 207,2020,4,6535,8617,6216
Line 207,2020,5,7641,9930,8245
Line 207,2020,6,9275,11995,9969
Line 207,2020,7,10496,12694,12894
Line 207,2020,8,10921,13360,10814
Line 207,2020,9,10904,13299,10634
Line 207,2020,10,11222,14083,11327
Line 207,2020,11,11162,13636,10613
Line 207,2020,12,9974,11513,9242
Line 207,2021,1,9392,11083,9126
Line 207,2021,2,10755,11387,8796
Line 207,2021,3,11057,12870,10510
Line 207,2021,4,12102,13934,11236
Line 207,2021,5,12214,13957,10998
Line 207,2021,6,12395,13890,11148
Line 207,2021,7,20736,16972,13802
Line 207,2021,8,21388,16572,13528
Line 207,2021,9,22098,16357,13711
Line 207,2021,10,22077,16916,13594
Line 207,2021,11,22295,17363,12756
Line 207,2021,12,19535,0,11852
Line 207,2022,1,16978,13232,10660
Line 207,2022,2,18965,13911,10848
Line 207,2022,3,20290,15461,12140
Line 207,2022,4,20864,15823,12393
Line 207,2022,5,21470,15957,13060
Line 207,2022,6,20889,16090,13579
Line 207,2022,7,20139,16534,12645
Line 207,2022,8,21152,16783,13564
Line 207,2022,9,22483,17583,13460
Line 207,2022,10,23383,17270,14110
Line 207,2022,11,22318,17517,13792
Line 207,2022,12,21759,16292,13123
Line 207,2023,1,21180,15539,13320
Line 207,2023,2,22576,16718,14073
Line 207,2023,3,22067,17135,13762
Line 207,2023,4,23255,17655,14516
Line 207,2023,5,24083,18398,14840
Line 207,2023,6,23836,18478,14812
Line 207,2023,7,22357,18015,14586
Line 207,2023,8,23622,18929,13583
Line 207,2023,9,24729,17817,15204
Line 207,2023,10,25455,18676,15552
Line 207,2023,11,24655,18115,15566
Line 207,2023,12,23704,18765,15040
Line 207,2024,1,23733,17848,14602
Line 207,2024,2,23353,18645,14715
Line 207,2024,3,25334,17353,15702
Line 207,2024,4,25741,19580,15562
Line 207,2024,5,26277,19199,16511
Line 207,2024,6,25204,19166,16367
Line 207,2024,7,24271,18374,15917
Line 207,2024,8,25704,20008,16364
Line 207,2024,9,26276,19955,16915
Line 207,2024,10,25940,20233,16536
Line 207,2024,11,25581,19347,16319
Line 207,2024,12,24810,19115,15307
Line 207,2025,1,25013,19403,15514
Line 207,2025,2,24858,19998,16801
Line 207,2025,3,25603,19920,15795
Line 207,2025,4,26004,19874,15798
Line 207,2025,5,26776,19681,17109
Line 207,2025,6,23899,17990,16711
Line 207,2025,7,22651,17138,14722
Line 207,2025,8,24244,18134,15767
Line 207,2025,9,25266,18604,15952
Line 207,2025,10,25320,19382,15955
Line 207,2025,11,23733,17560,15031
Line 207,2025,12,23739,18924,15020
Line 207,2026,1,23968,17162,14987
Line 207,2026,2,24684,18925,16322
Line 207,2026,3,25569,19026,16458
Line 207,2026,4,25200,18535,15753
Line 207,2026,5,25746,18867,16570
Line 209,2018,4,773,null,null
Line 209,2018,5,778,null,null
Line 209,2018,6,687,null,null
Line 209,2018,7,639,0,0
Line 209,2018,8,737,0,0
Line 209,2018,9,805,0,0
Line 209,2018,10,821,0,0
Line 209,2018,11,751,0,0
Line 209,2018,12,650,0,0
Line 209,2019,1,673,0,0
Line 209,2019,2,740,0,0
Line 209,2019,3,764,0,0
Line 209,2019,4,781,0,0
Line 209,2019,5,852,0,0
Line 209,2019,6,770,0,0
Line 209,2019,7,766,0,0
Line 209,2019,8,811,0,0
Line 209,2019,9,912,0,0
Line 209,2019,10,911,0,0
Line 209,2019,11,812,0,0
Line 209,2019,12,736,0,0
Line 209,2020,1,772,0,0
Line 209,2020,2,839,0,0
Line 209,2020,3,540,0,0
Line 209,2020,4,245,0,0
Line 209,2020,5,290,0,0
Line 209,2020,6,328,0,0
Line 209,2020,7,325,0,0
Line 209,2020,8,354,0,0
Line 209,2020,9,379,0,0
Line 209,2020,10,382,0,0
Line 209,2020,11,377,0,0
Line 209,2020,12,289,0,0
Line 209,2021,1,224,0,0
Line 209,2021,2,249,0,0
Line 209,2021,3,242,0,0
Line 209,2021,4,270,0,0
Line 209,2021,5,266,0,0
Line 209,2021,6,283,0,0
Line 209,2021,7,296,0,0
Line 209,2021,8,310,0,0
Line 209,2021,9,343,0,0
Line 209,2021,10,327,0,0
Line 209,2021,11,324,0,0
Line 209,2021,12,313,0,0
Line 209,2022,1,318,0,0
Line 209,2022,2,305,0,0
Line 209,2022,3,305,0,0
Line 209,2022,4,303,0,0
Line 209,2022,5,329,0,0
Line 209,2022,6,309,0,0
Line 209,2022,7,314,0,0
Line 209,2022,8,323,0,0
Line 209,2022,9,314,0,0
Line 209,2022,10,355,0,0
Line 209,2022,11,280,0,0
Line 209,2022,12,307,0,0
Line 209,2023,1,284,0,0
Line 209,2023,2,320,0,0
Line 209,2023,3,307,0,0
Line 209,2023,4,327,0,0
Line 209,2023,5,329,0,0
Line 209,2023,6,330,0,0
Line 209,2023,7,325,0,0
Line 209,2023,8,344,0,0
Line 209,2023,9,378,0,0
Line 209,2023,10,395,0,0
Line 209,2023,11,344,0,0
Line 209,2023,12,337,0,0
Line 209,2024,1,328,0,0
Line 209,2024,2,342,0,0
Line 209,2024,3,358,0,0
Line 209,2024,4,379,0,0
Line 209,2024,5,387,0,0
Line 209,2024,6,381,0,0
Line 209,2024,7,387,0,0
Line 209,2024,8,404,0,0
Line 209,2024,9,424,0,0
Line 209,2024,10,426,0,0
Line 209,2024,11,401,0,0
Line 209,2024,12,400,0,0
Line 209,2025,1,360,0,0
Line 209,2025,2,373,0,0
Line 209,2025,3,389,0,0
Line 209,2025,4,401,0,0
Line 209,2025,5,431,0,0
Line 209,2025,6,375,0,0
Line 209,2025,7,376,0,0
Line 209,2025,8,398,0,0
Line 209,2025,9,411,0,0
Line 209,2025,10,397,0,0
Line 209,2025,11,372,0,0
Line 209,2025,12,355,0,0
Line 209,2026,1,349,0,0
Line 209,2026,2,380,0,0
Line 209,2026,3,385,0,0
Line 209,2026,4,389,0,0
Line 209,2026,5,389,0,0
Line 210,2018,4,10768,7967,8763
Line 210,2018,5,11107,7867,8820
Line 210,2018,6,10702,7893,9156
Line 210,2018,7,9851,7624,8455
Line 210,2018,8,10118,7790,9004
Line 210,2018,9,10331,7677,8357
Line 210,2018,10,10027,6941,7858
Line 210,2018,11,9502,6811,8029
Line 210,2018,12,9310,7511,8000
Line 210,2019,1,9302,6674,7924
Line 210,2019,2,10285,6835,7600
Line 210,2019,3,10347,6996,8154
Line 210,2019,4,10259,7557,8507
Line 210,2019,5,10695,7708,8057
Line 210,2019,6,10494,7839,8978
Line 210,2019,7,10011,7547,8748
Line 210,2019,8,9900,7677,8752
Line 210,2019,9,10771,7512,8441
Line 210,2019,10,10785,7527,8735
Line 210,2019,11,10191,7446,7822
Line 210,2019,12,9329,7224,7531
Line 210,2020,1,9893,7382,8221
Line 210,2020,2,10468,7475,8571
Line 210,2020,3,6986,5126,6355
Line 210,2020,4,3711,3744,3398
Line 210,2020,5,4254,5282,4179
Line 210,2020,6,5103,5920,5218
Line 210,2020,7,5565,6439,6280
Line 210,2020,8,5791,6469,5177
Line 210,2020,9,5856,6721,5491
Line 210,2020,10,6009,6853,5563
Line 210,2020,11,5834,6289,5147
Line 210,2020,12,6605,6268,4815
Line 210,2021,1,6545,5724,4838
Line 210,2021,2,7129,6561,4899
Line 210,2021,3,8083,6986,5735
Line 210,2021,4,8892,7343,5812
Line 210,2021,5,9008,7306,6120
Line 210,2021,6,9773,8330,5957
Line 210,2021,7,10069,8191,6815
Line 210,2021,8,10535,8153,6911
Line 210,2021,9,11008,8297,7129
Line 210,2021,10,10776,8658,7400
Line 210,2021,11,10765,9127,6632
Line 210,2021,12,9359,0,5775
Line 210,2022,1,8465,6533,5429
Line 210,2022,2,9235,7439,5246
Line 210,2022,3,9976,7662,6153
Line 210,2022,4,10201,7936,6343
Line 210,2022,5,10617,7939,6375
Line 210,2022,6,10517,8605,6776
Line 210,2022,7,10332,8257,6814
Line 210,2022,8,10748,8493,6505
Line 210,2022,9,11615,8715,7080
Line 210,2022,10,11805,8579,7343
Line 210,2022,11,11050,8861,7086
Line 210,2022,12,10716,8314,6936
Line 210,2023,1,10534,8075,6844
Line 210,2023,2,11080,8270,7391
Line 210,2023,3,10852,8877,7116
Line 210,2023,4,11591,9428,7754
Line 210,2023,5,12086,9541,7725
Line 210,2023,6,11870,10010,8330
Line 210,2023,7,11933,9641,8038
Line 210,2023,8,12572,10509,7634
Line 210,2023,9,13541,10019,8745
Line 210,2023,10,13983,10332,9120
Line 210,2023,11,13188,9845,8246
Line 210,2023,12,12325,9953,7929
Line 210,2024,1,12133,9244,7716
Line 210,2024,2,12139,10580,8151
Line 210,2024,3,13469,9057,8336
Line 210,2024,4,13474,9847,8220
Line 210,2024,5,13595,10316,8853
Line 210,2024,6,12763,10461,8900
Line 210,2024,7,12527,10262,8817
Line 210,2024,8,13076,10741,9175
Line 210,2024,9,14222,10677,9375
Line 210,2024,10,14215,10727,9575
Line 210,2024,11,13428,10322,8828
Line 210,2024,12,12580,10097,8360
Line 210,2025,1,12478,10014,7588
Line 210,2025,2,12818,10545,9272
Line 210,2025,3,13007,10629,8474
Line 210,2025,4,13348,10497,8451
Line 210,2025,5,13959,10302,8713
Line 210,2025,6,12567,9657,8624
Line 210,2025,7,12123,9700,8248
Line 210,2025,8,13138,10217,8769
Line 210,2025,9,14151,10540,9182
Line 210,2025,10,13899,10497,8928
Line 210,2025,11,12621,8982,8128
Line 210,2025,12,12287,10153,8324
Line 210,2026,1,12441,9233,7685
Line 210,2026,2,12614,10073,8410
Line 210,2026,3,13783,10138,8612
Line 210,2026,4,13513,9926,8018
Line 210,2026,5,13938,10124,8549
Line 211,2018,4,662,null,null
Line 211,2018,5,693,null,null
Line 211,2018,6,613,null,null
Line 211,2018,7,488,0,0
Line 211,2018,8,572,0,0
Line 211,2018,9,701,0,0
Line 211,2018,10,699,0,0
Line 211,2018,11,631,0,0
Line 211,2018,12,564,0,0
Line 211,2019,1,521,0,0
Line 211,2019,2,622,0,0
Line 211,2019,3,593,0,0
Line 211,2019,4,596,0,0
Line 211,2019,5,659,0,0
Line 211,2019,6,572,0,0
Line 211,2019,7,442,0,0
Line 211,2019,8,557,0,0
Line 211,2019,9,675,0,0
Line 211,2019,10,653,0,0
Line 211,2019,11,581,0,0
Line 211,2019,12,535,0,0
Line 211,2020,1,585,0,0
Line 211,2020,2,670,0,0
Line 211,2020,3,381,0,0
Line 211,2020,4,120,0,0
Line 211,2020,5,120,0,0
Line 211,2020,6,155,0,0
Line 211,2020,7,169,0,0
Line 211,2020,8,183,0,0
Line 211,2020,9,205,0,0
Line 211,2020,10,198,0,0
Line 211,2020,11,183,0,0
Line 211,2020,12,166,0,0
Line 211,2021,1,175,0,0
Line 211,2021,2,205,0,0
Line 211,2021,3,203,0,0
Line 211,2021,4,220,0,0
Line 211,2021,5,230,0,0
Line 211,2021,6,246,0,0
Line 211,2021,7,249,0,0
Line 211,2021,8,308,0,0
Line 211,2021,9,347,0,0
Line 211,2021,10,312,0,0
Line 211,2021,11,305,0,0
Line 211,2021,12,215,0,0
Line 211,2022,1,226,0,0
Line 211,2022,2,275,0,0
Line 211,2022,3,273,0,0
Line 211,2022,4,294,0,0
Line 211,2022,5,326,0,0
Line 211,2022,6,263,0,0
Line 211,2022,7,224,0,0
Line 211,2022,8,291,0,0
Line 211,2022,9,391,0,0
Line 211,2022,10,401,0,0
Line 211,2022,11,310,0,0
Line 211,2022,12,274,0,0
Line 211,2023,1,269,0,0
Line 211,2023,2,313,0,0
Line 211,2023,3,291,0,0
Line 211,2023,4,308,0,0
Line 211,2023,5,336,0,0
Line 211,2023,6,270,0,0
Line 211,2023,7,230,0,0
Line 211,2023,8,315,0,0
Line 211,2023,9,383,0,0
Line 211,2023,10,390,0,0
Line 211,2023,11,352,0,0
Line 211,2023,12,263,0,0
Line 211,2024,1,266,0,0
Line 211,2024,2,290,0,0
Line 211,2024,3,331,0,0
Line 211,2024,4,338,0,0
Line 211,2024,5,384,0,0
Line 211,2024,6,302,0,0
Line 211,2024,7,251,0,0
Line 211,2024,8,334,0,0
Line 211,2024,9,430,0,0
Line 211,2024,10,421,0,0
Line 211,2024,11,379,0,0
Line 211,2024,12,368,0,0
Line 211,2025,1,348,0,0
Line 211,2025,2,378,0,0
Line 211,2025,3,367,0,0
Line 211,2025,4,363,0,0
Line 211,2025,5,444,0,0
Line 211,2025,6,302,0,0
Line 211,2025,7,250,0,0
Line 211,2025,8,315,0,0
Line 211,2025,9,406,0,0
Line 211,2025,10,406,0,0
Line 211,2025,11,357,0,0
Line 211,2025,12,326,0,0
Line 211,2026,1,341,0,0
Line 211,2026,2,365,0,0
Line 211,2026,3,382,0,0
Line 211,2026,4,391,0,0
Line 211,2026,5,376,0,0
Line 212,2018,4,11708,7529,5591
Line 212,2018,5,11911,7511,5753
Line 212,2018,6,11526,7522,6010
Line 212,2018,7,11065,7489,5915
Line 212,2018,8,11689,7814,6249
Line 212,2018,9,12165,8207,6225
Line 212,2018,10,11954,7739,5946
Line 212,2018,11,11161,7332,5558
Line 212,2018,12,10292,7314,5246
Line 212,2019,1,10194,6369,5129
Line 212,2019,2,10730,6404,4775
Line 212,2019,3,11067,7017,5486
Line 212,2019,4,11143,7595,5525
Line 212,2019,5,11354,7250,5308
Line 212,2019,6,10900,7931,6023
Line 212,2019,7,10773,7400,5605
Line 212,2019,8,11129,7617,5904
Line 212,2019,9,11794,7554,5970
Line 212,2019,10,11603,7777,5661
Line 212,2019,11,10738,7157,5170
Line 212,2019,12,9915,6782,4670
Line 212,2020,1,10440,6936,5155
Line 212,2020,2,10826,7424,5348
Line 212,2020,3,6757,4604,3855
Line 212,2020,4,3212,2879,1934
Line 212,2020,5,3695,3125,2607
Line 212,2020,6,4348,3472,2817
Line 212,2020,7,5054,3980,3998
Line 212,2020,8,5295,4166,3325
Line 212,2020,9,5505,4370,3453
Line 212,2020,10,5666,4474,3812
Line 212,2020,11,5530,4069,3266
Line 212,2020,12,5045,3897,2849
Line 212,2021,1,4667,3455,2767
Line 212,2021,2,5109,3904,3085
Line 212,2021,3,5438,4187,3280
Line 212,2021,4,6117,4441,3609
Line 212,2021,5,6388,4900,3966
Line 212,2021,6,6792,5039,4243
Line 212,2021,7,6868,5322,4441
Line 212,2021,8,7063,5156,4091
Line 212,2021,9,7898,5765,4789
Line 212,2021,10,8641,6062,5441
Line 212,2021,11,8456,6134,5070
Line 212,2021,12,7771,0,4731
Line 212,2022,1,7230,5048,4453
Line 212,2022,2,7820,5359,4515
Line 212,2022,3,7683,5218,4379
Line 212,2022,4,7752,5333,4284
Line 212,2022,5,8011,5395,4411
Line 212,2022,6,7854,5509,4555
Line 212,2022,7,7754,5613,4689
Line 212,2022,8,8119,6052,4723
Line 212,2022,9,8697,5850,5144
Line 212,2022,10,8698,5865,4943
Line 212,2022,11,8057,5705,4302
Line 212,2022,12,7867,5042,4370
Line 212,2023,1,7721,5180,4419
Line 212,2023,2,8208,5345,4893
Line 212,2023,3,7955,5659,4487
Line 212,2023,4,8330,6111,4909
Line 212,2023,5,8687,6075,5057
Line 212,2023,6,8498,6208,5039
Line 212,2023,7,8435,6107,5131
Line 212,2023,8,8892,6337,4953
Line 212,2023,9,9336,6015,5435
Line 212,2023,10,9468,5764,4961
Line 212,2023,11,9050,6192,5058
Line 212,2023,12,8573,6246,4775
Line 212,2024,1,8760,5781,4817
Line 212,2024,2,8700,6354,4837
Line 212,2024,3,9366,5799,5278
Line 212,2024,4,9570,6372,5133
Line 212,2024,5,9740,6244,5260
Line 212,2024,6,9232,6320,5539
Line 212,2024,7,9162,6643,5255
Line 212,2024,8,9681,6795,5829
Line 212,2024,9,10178,6776,5772
Line 212,2024,10,10252,7055,5986
Line 212,2024,11,9556,6587,5312
Line 212,2024,12,9022,6437,5066
Line 212,2025,1,9004,6250,5023
Line 212,2025,2,9193,6799,5756
Line 212,2025,3,9294,6741,5608
Line 212,2025,4,9571,6769,5697
Line 212,2025,5,9832,6559,5770
Line 212,2025,6,8832,6232,5740
Line 212,2025,7,8553,5977,5438
Line 212,2025,8,9121,6474,5697
Line 212,2025,9,9498,6438,5735
Line 212,2025,10,9676,6812,5818
Line 212,2025,11,8932,6150,5241
Line 212,2025,12,8729,6721,5112
Line 212,2026,1,8890,6068,4964
Line 212,2026,2,9113,6569,5516
Line 212,2026,3,9207,6381,5733
Line 212,2026,4,9271,6417,5219
Line 212,2026,5,9585,6571,5643
Line 217,2018,4,6436,5632,4579
Line 217,2018,5,6474,5503,4638
Line 217,2018,6,6281,5475,4996
Line 217,2018,7,6314,5583,4510
Line 217,2018,8,6566,5869,4735
Line 217,2018,9,6639,5809,4883
Line 217,2018,10,6571,5648,4696
Line 217,2018,11,6217,5145,3988
Line 217,2018,12,5803,5294,4057
Line 217,2019,1,5677,4806,3827
Line 217,2019,2,5972,4473,3527
Line 217,2019,3,6179,4851,3970
Line 217,2019,4,6227,5431,4126
Line 217,2019,5,6393,5118,4034
Line 217,2019,6,6194,5543,4756
Line 217,2019,7,6466,5374,4490
Line 217,2019,8,6662,5588,4803
Line 217,2019,9,7072,5433,4600
Line 217,2019,10,6955,5598,4467
Line 217,2019,11,6497,5271,4250
Line 217,2019,12,6080,5145,3689
Line 217,2020,1,6297,5415,3971
Line 217,2020,2,6533,5314,4328
Line 217,2020,3,4025,3212,2642
Line 217,2020,4,1610,1692,1230
Line 217,2020,5,1713,1887,1613
Line 217,2020,6,2060,2131,2056
Line 217,2020,7,2385,2787,2743
Line 217,2020,8,2368,2693,2384
Line 217,2020,9,2567,2873,2455
Line 217,2020,10,2598,2952,2574
Line 217,2020,11,2551,2734,2402
Line 217,2020,12,2428,2660,2143
Line 217,2021,1,2301,2452,2149
Line 217,2021,2,2413,2594,2160
Line 217,2021,3,2603,3059,2557
Line 217,2021,4,2960,3186,2626
Line 217,2021,5,3121,3581,2958
Line 217,2021,6,3357,3766,3136
Line 217,2021,7,6448,4877,4311
Line 217,2021,8,7219,5369,4534
Line 217,2021,9,7306,4996,4273
Line 217,2021,10,7560,5319,4587
Line 217,2021,11,7581,5534,4081
Line 217,2021,12,6806,0,4301
Line 217,2022,1,5797,4257,3598
Line 217,2022,2,6478,4472,3873
Line 217,2022,3,6641,4662,4100
Line 217,2022,4,6834,5341,4306
Line 217,2022,5,7293,5313,4604
Line 217,2022,6,6918,5511,4465
Line 217,2022,7,6752,5760,4691
Line 217,2022,8,7255,5797,4598
Line 217,2022,9,7784,5801,4578
Line 217,2022,10,7908,5924,4877
Line 217,2022,11,7717,5587,4565
Line 217,2022,12,7525,4940,4407
Line 217,2023,1,7362,4831,4245
Line 217,2023,2,7922,5286,4958
Line 217,2023,3,7551,5446,4536
Line 217,2023,4,8043,6082,4879
Line 217,2023,5,8625,6177,5015
Line 217,2023,6,8137,6105,5208
Line 217,2023,7,7860,6142,5395
Line 217,2023,8,8411,6181,4949
Line 217,2023,9,8891,6115,5458
Line 217,2023,10,8984,6426,5564
Line 217,2023,11,8503,6351,5128
Line 217,2023,12,8199,5971,5141
Line 217,2024,1,8221,5673,5127
Line 217,2024,2,8093,6240,5020
Line 217,2024,3,8727,5674,4948
Line 217,2024,4,9047,6319,5567
Line 217,2024,5,9162,6093,5503
Line 217,2024,6,8712,6005,5332
Line 217,2024,7,9728,7733,6666
Line 217,2024,8,10563,8148,6666
Line 217,2024,9,10942,8374,7177
Line 217,2024,10,11254,8577,7407
Line 217,2024,11,10804,8404,6979
Line 217,2024,12,10639,7951,6232
Line 217,2025,1,10670,7651,6194
Line 217,2025,2,10404,8659,7502
Line 217,2025,3,10599,8345,7341
Line 217,2025,4,10932,8513,7431
Line 217,2025,5,11466,8409,7934
Line 217,2025,6,10518,7878,7188
Line 217,2025,7,10143,8214,7276
Line 217,2025,8,11128,8711,7884
Line 217,2025,9,11385,8744,7754
Line 217,2025,10,11272,8606,7738
Line 217,2025,11,10399,8134,7133
Line 217,2025,12,10663,8654,7520
Line 217,2026,1,10328,7899,7000
Line 217,2026,2,10709,8791,7736
Line 217,2026,3,10825,8367,6877
Line 217,2026,4,11055,8339,7206
Line 217,2026,5,11670,9359,8063
Line 218,2018,4,927,600,466
Line 218,2018,5,910,566,461
Line 218,2018,6,940,600,440
Line 218,2018,7,912,571,423
Line 218,2018,8,926,600,430
Line 218,2018,9,972,564,435
Line 218,2018,10,962,597,475
Line 218,2018,11,918,547,459
Line 218,2018,12,847,546,435
Line 218,2019,1,813,474,360
Line 218,2019,2,838,476,396
Line 218,2019,3,889,521,426
Line 218,2019,4,887,515,425
Line 218,2019,5,898,506,393
Line 218,2019,6,896,555,474
Line 218,2019,7,908,566,392
Line 218,2019,8,931,546,478
Line 218,2019,9,985,581,445
Line 218,2019,10,966,637,438
Line 218,2019,11,949,589,404
Line 218,2019,12,855,528,381
Line 218,2020,1,902,531,424
Line 218,2020,2,928,587,442
Line 218,2020,3,639,392,316
Line 218,2020,4,276,223,138
Line 218,2020,5,216,200,165
Line 218,2020,6,298,279,241
Line 218,2020,7,325,293,314
Line 218,2020,8,340,320,261
Line 218,2020,9,386,312,276
Line 218,2020,10,410,370,315
Line 218,2020,11,405,358,294
Line 218,2020,12,364,332,286
Line 218,2021,1,337,307,252
Line 218,2021,2,360,363,339
Line 218,2021,3,363,368,331
Line 218,2021,4,441,369,305
Line 218,2021,5,453,367,363
Line 218,2021,6,476,374,355
Line 218,2021,7,529,399,376
Line 218,2021,8,545,466,423
Line 218,2021,9,580,477,400
Line 218,2021,10,562,509,393
Line 218,2021,11,544,430,383
Line 218,2021,12,502,0,300
Line 218,2022,1,440,287,305
Line 218,2022,2,478,382,336
Line 218,2022,3,463,365,329
Line 218,2022,4,490,433,424
Line 218,2022,5,498,412,370
Line 218,2022,6,498,410,389
Line 218,2022,7,522,417,336
Line 218,2022,8,510,398,349
Line 218,2022,9,545,437,381
Line 218,2022,10,576,424,382
Line 218,2022,11,500,473,384
Line 218,2022,12,497,366,336
Line 218,2023,1,478,403,332
Line 218,2023,2,490,438,363
Line 218,2023,3,518,419,356
Line 218,2023,4,522,423,375
Line 218,2023,5,545,443,406
Line 218,2023,6,523,481,422
Line 218,2023,7,526,461,362
Line 218,2023,8,535,471,258
Line 218,2023,9,559,448,282
Line 218,2023,10,575,495,367
Line 218,2023,11,548,470,339
Line 218,2023,12,550,429,371
Line 218,2024,1,583,369,293
Line 218,2024,2,576,426,369
Line 218,2024,3,559,457,333
Line 218,2024,4,636,441,333
Line 218,2024,5,562,540,367
Line 218,2024,6,566,453,468
Line 218,2024,7,549,491,453
Line 218,2024,8,621,468,455
Line 218,2024,9,629,503,450
Line 218,2024,10,623,545,504
Line 218,2024,11,633,572,440
Line 218,2024,12,628,520,398
Line 218,2025,1,589,491,395
Line 218,2025,2,650,577,441
Line 218,2025,3,667,517,473
Line 218,2025,4,677,575,464
Line 218,2025,5,662,517,440
Line 218,2025,6,664,567,448
Line 218,2025,7,563,453,404
Line 218,2025,8,621,456,406
Line 218,2025,9,621,267,347
Line 218,2025,10,644,470,407
Line 218,2025,11,625,470,401
Line 218,2025,12,586,411,329
Line 218,2026,1,620,450,355
Line 218,2026,2,601,542,437
Line 218,2026,3,635,586,366
Line 218,2026,4,591,561,429
Line 218,2026,5,626,583,441
Line 222,2018,4,1369,786,673
Line 222,2018,5,1340,766,663
Line 222,2018,6,1340,800,752
Line 222,2018,7,1309,777,686
Line 222,2018,8,1351,831,767
Line 222,2018,9,1392,821,752
Line 222,2018,10,1339,782,727
Line 222,2018,11,1273,759,712
Line 222,2018,12,1153,756,630
Line 222,2019,1,1206,670,651
Line 222,2019,2,1207,672,665
Line 222,2019,3,1264,719,685
Line 222,2019,4,1368,804,822
Line 222,2019,5,1319,808,690
Line 222,2019,6,1278,851,791
Line 222,2019,7,1288,822,686
Line 222,2019,8,1313,833,733
Line 222,2019,9,1394,828,758
Line 222,2019,10,1412,854,736
Line 222,2019,11,1302,793,681
Line 222,2019,12,1108,729,598
Line 222,2020,1,1229,853,638
Line 222,2020,2,1248,723,654
Line 222,2020,3,796,518,512
Line 222,2020,4,351,297,298
Line 222,2020,5,400,418,343
Line 222,2020,6,446,409,363
Line 222,2020,7,481,528,466
Line 222,2020,8,502,515,427
Line 222,2020,9,528,498,472
Line 222,2020,10,564,545,490
Line 222,2020,11,543,534,407
Line 222,2020,12,499,459,420
Line 222,2021,1,485,417,372
Line 222,2021,2,508,457,402
Line 222,2021,3,539,510,443
Line 222,2021,4,579,532,484
Line 222,2021,5,631,561,500
Line 222,2021,6,660,623,516
Line 222,2021,7,717,586,453
Line 222,2021,8,766,675,555
Line 222,2021,9,857,587,507
Line 222,2021,10,891,595,442
Line 222,2021,11,858,607,440
Line 222,2021,12,778,0,444
Line 222,2022,1,663,489,377
Line 222,2022,2,684,472,409
Line 222,2022,3,622,535,427
Line 222,2022,4,628,553,482
Line 222,2022,5,676,590,506
Line 222,2022,6,660,561,517
Line 222,2022,7,667,581,520
Line 222,2022,8,729,681,528
Line 222,2022,9,740,579,561
Line 222,2022,10,736,600,497
Line 222,2022,11,648,556,461
Line 222,2022,12,738,483,451
Line 222,2023,1,824,517,441
Line 222,2023,2,812,547,461
Line 222,2023,3,850,558,444
Line 222,2023,4,964,601,519
Line 222,2023,5,944,643,531
Line 222,2023,6,949,639,543
Line 222,2023,7,1027,614,563
Line 222,2023,8,1081,678,524
Line 222,2023,9,1163,706,613
Line 222,2023,10,1190,710,616
Line 222,2023,11,1047,674,515
Line 222,2023,12,988,672,551
Line 222,2024,1,966,642,539
Line 222,2024,2,957,704,503
Line 222,2024,3,1101,636,576
Line 222,2024,4,1156,784,587
Line 222,2024,5,1133,708,580
Line 222,2024,6,1154,785,666
Line 222,2024,7,1136,750,657
Line 222,2024,8,1211,774,668
Line 222,2024,9,1212,777,703
Line 222,2024,10,1208,824,685
Line 222,2024,11,1101,735,638
Line 222,2024,12,1030,657,524
Line 222,2025,1,1014,717,478
Line 222,2025,2,1007,801,571
Line 222,2025,3,1080,794,605
Line 222,2025,4,1123,804,632
Line 222,2025,5,1125,778,679
Line 222,2025,6,1045,784,689
Line 222,2025,7,1113,696,637
Line 222,2025,8,1165,765,679
Line 222,2025,9,1237,825,686
Line 222,2025,10,1220,823,657
Line 222,2025,11,1126,642,587
Line 222,2025,12,1092,713,517
Line 222,2026,1,1153,687,572
Line 222,2026,2,1160,778,597
Line 222,2026,3,1184,746,599
Line 222,2026,4,1181,842,736
Line 222,2026,5,1188,1081,795
Line 224,2018,4,7315,4403,3432
Line 224,2018,5,7229,4287,3617
Line 224,2018,6,7154,4278,3557
Line 224,2018,7,6943,4256,3433
Line 224,2018,8,7082,4482,3589
Line 224,2018,9,7285,4532,3680
Line 224,2018,10,7386,4346,3656
Line 224,2018,11,7003,4428,3615
Line 224,2018,12,6365,4180,3302
Line 224,2019,1,6300,3895,3230
Line 224,2019,2,6577,3850,2961
Line 224,2019,3,6886,4038,3425
Line 224,2019,4,7011,4385,3630
Line 224,2019,5,7184,4412,3427
Line 224,2019,6,7104,4430,3454
Line 224,2019,7,7134,4229,3440
Line 224,2019,8,7308,4471,3640
Line 224,2019,9,7553,4355,3619
Line 224,2019,10,7691,4562,3682
Line 224,2019,11,7108,4334,3312
Line 224,2019,12,6628,4202,3128
Line 224,2020,1,6907,4543,3448
